X (ECEF),Y (ECEF),Z (ECEF),Northing,Easting,Elevation,dX,dY,dZ,dN,dE,dH,
-2956298.72,5075995.145,2476764.621,2544530.001,169716.102,19.662,0.004,-0.008,-0.006,5.70E-04,-2.04E-03,-1.06E-02,
-2956298.72,5075995.15,2476764.626,2544530.005,169716.099,19.668,0.004,-0.003,-0.001,-1.95E-03,8.79E-04,-4.63E-03,
-2956298.72,5075995.143,2476764.619,2544530,169716.103,19.659,0.004,-0.01,-0.008,1.58E-03,-3.20E-03,-1.29E-02,
-2956298.72,5075995.139,2476764.618,2544530.001,169716.105,19.657,0.004,-0.014,-0.009,3.59E-03,-2.77E-03,-1.65E-02,
-2956298.72,5075995.143,2476764.62,2544530.001,169716.103,19.66,0.004,-0.01,-0.007,1.58E-03,-2.28E-03,-1.25E-02,
-2956298.72,5075995.143,2476764.624,2544530.005,169716.103,19.661,0.004,-0.01,-0.003,1.58E-03,1.40E-03,-1.10E-02,
-2956298.72,5075995.144,2476764.621,2544530.002,169716.103,19.661,0.004,-0.009,-0.006,1.07E-03,-1.70E-03,-1.14E-02,
-2956298.72,5075995.133,2476764.616,2544530.001,169716.108,19.651,0.004,-0.02,-0.011,6.61E-03,-2.59E-03,-2.21E-02,
-2956298.72,5075995.145,2476764.624,2544530.004,169716.102,19.663,0.004,-0.008,-0.003,5.70E-04,7.26E-04,-9.39E-03,
-2956298.72,5075995.138,2476764.619,2544530.001,169716.106,19.656,0.004,-0.015,-0.008,4.09E-03,-1.51E-03,-1.69E-02,
-2956298.72,5075995.145,2476764.621,2544530.001,169716.102,19.662,0.004,-0.008,-0.006,5.70E-04,-2.04E-03,-1.06E-02,
-2956298.72,5075995.145,2476764.621,2544530.002,169716.102,19.662,0.004,-0.008,-0.006,5.70E-04,-2.04E-03,-1.06E-02,
-2956298.72,5075995.151,2476764.626,2544530.004,169716.1,19.669,0.004,-0.002,-0.001,-2.45E-03,5.41E-04,-3.83E-03,
-2956298.72,5075995.145,2476764.624,2544530.004,169716.102,19.664,0.004,-0.008,-0.003,5.70E-04,7.26E-04,-9.39E-03,
-2956298.72,5075995.145,2476764.621,2544530.001,169716.102,19.662,0.004,-0.008,-0.006,5.70E-04,-2.04E-03,-1.06E-02,
-2956298.72,5075995.145,2476764.624,2544530.004,169716.102,19.663,0.004,-0.008,-0.003,5.70E-04,7.26E-04,-9.39E-03,
-2956298.72,5075995.143,2476764.619,2544530.001,169716.104,19.66,0.004,-0.01,-0.008,1.58E-03,-3.20E-03,-1.29E-02,
-2956298.72,5075995.147,2476764.622,2544530.002,169716.1,19.664,0.004,-0.006,-0.005,-4.37E-04,-1.79E-03,-8.58E-03,
-2956298.72,5075995.145,2476764.62,2544530.001,169716.102,19.662,0.004,-0.008,-0.007,5.70E-04,-2.96E-03,-1.10E-02,
-2956298.72,5075995.138,2476764.62,2544530.003,169716.106,19.655,0.004,-0.015,-0.007,4.09E-03,-5.92E-04,-1.65E-02,
-2956298.72,5075995.148,2476764.621,2544530,169716.101,19.664,0.004,-0.005,-0.006,-9.40E-04,-3.05E-03,-8.17E-03,
-2956298.72,5075995.151,2476764.625,2544530.003,169716.099,19.669,0.004,-0.002,-0.002,-2.45E-03,-3.79E-04,-4.23E-03,
-2956298.72,5075995.147,2476764.621,2544530,169716.101,19.664,0.004,-0.006,-0.006,-4.37E-04,-2.71E-03,-8.97E-03,
-2956298.72,5075995.14,2476764.62,2544530.002,169716.104,19.658,0.004,-0.013,-0.007,3.09E-03,-1.27E-03,-1.49E-02,
-2956298.72,5075995.147,2476764.623,2544530.002,169716.101,19.665,0.004,-0.006,-0.004,-4.37E-04,-8.70E-04,-8.19E-03,
-2956298.72,5075995.148,2476764.623,2544530.003,169716.1,19.665,0.004,-0.005,-0.004,-9.40E-04,-1.21E-03,-7.39E-03,
-2956298.72,5075995.147,2476764.624,2544530.003,169716.101,19.664,0.004,-0.006,-0.003,-4.37E-04,5.10E-05,-7.80E-03,
-2956298.72,5075995.15,2476764.622,2544530,169716.099,19.666,0.004,-0.003,-0.005,-1.95E-03,-2.80E-03,-6.19E-03,
-2956298.72,5075995.143,2476764.622,2544530.003,169716.103,19.661,0.004,-0.01,-0.005,1.58E-03,-4.39E-04,-1.18E-02,
-2956298.72,5075995.154,2476764.624,2544530.001,169716.098,19.67,0.004,0.001,-0.003,-3.96E-03,-2.31E-03,-2.23E-03,
-2956298.72,5075995.144,2476764.62,2544530.001,169716.103,19.661,0.004,-0.009,-0.007,1.07E-03,-2.62E-03,-1.17E-02,
-2956298.72,5075995.138,2476764.625,2544530.007,169716.105,19.658,0.004,-0.015,-0.002,4.09E-03,4.01E-03,-1.46E-02,
-2956298.72,5075995.156,2476764.62,2544529.997,169716.096,19.67,0.004,0.003,-0.007,-4.97E-03,-6.67E-03,-2.20E-03,
-2956298.72,5075995.144,2476764.623,2544530.004,169716.103,19.662,0.004,-0.009,-0.004,1.07E-03,1.43E-04,-1.06E-02,
-2956298.72,5075995.144,2476764.628,2544530.008,169716.103,19.664,0.004,-0.009,0.001,1.07E-03,4.75E-03,-8.62E-03,
-2956298.72,5075995.147,2476764.622,2544530.002,169716.101,19.664,0.004,-0.006,-0.005,-4.37E-04,-1.79E-03,-8.58E-03,
-2956298.72,5075995.144,2476764.621,2544530.002,169716.103,19.661,0.004,-0.009,-0.006,1.07E-03,-1.70E-03,-1.14E-02,
