2	-1.6732629408220148	-0.44715467330171427	0	-0.001487059177985195	-0.006970326698285734	0.00042
23	1.667609251570955	-1.0072554092402888	0	0.006965748429044849	-0.0073945907597112726	0.00042
WONB1	-1.2353003257218138	1.137403659204595	4.440892098500626e-16	-0.005671674278186156	0.0053843407954048406	0.0000699999999995559
WONB3	1.1068631529936142	0.12738377191261605	0	0.0012628470063857922	0.001125228087383967	0.00007
WONB4	1.4781033246926025	0.8319850790307035	0	0.004673675307397485	0.008346920969296456	0.00007
WONB11	-0.6733452080699466	0.47556917321006276	0	-0.0008467919300534366	0.0013438267899372192	0.00007
WONB20	0.3874662402276155	-0.4080627060748549	-4.440892098500626e-16	0.0005287597723844795	0.00030370607485491474	0.00007000000000044408
WONB22	2.171950757308231	0.6933477252187349	0	0.0005602426917690195	0.00984427478126515	0.00007
WONB25	0.7795006231876663	0.681053724705921	0	0.0028413768123336514	0.002337275294079011	0.00007
WONB27	1.341351913870014	-0.7279589615064714	0	0.002423086129985874	-0.00611403849352854	0.00007
WONB30	0.24418908706169312	0.9615498024524554	0	0.0020669129383068807	0.0001801975475446138	0.00007
WONB32	-0.09744347849574597	-1.0915876482085467	0	-0.0010615215042540233	-0.0013793517914533204	0.00007
WONB33	0.9402986886505741	-1.1949130541246484	0	0.0063583113494258825	-0.005397945875351473	0.00007
WONB35	-1.220036672539165	-0.7727050869729813	0	-0.0043433274608351	-0.007177913027018645	0.00007
WONB37	-0.34738164188678433	-0.42412745354587766	0	-0.00011935811321567291	-0.0006695464541223162	0.00007
WONB38	2.050625551248239	-0.014629915824256915	0	-0.0001575512482392405	-0.00002108417574308609	0.00007
WONB43	-0.6713921961535871	-0.9669641041136751	0	-0.004079803846412822	-0.0034738958863249625	0.00007
WONB45	-1.1314761394578785	0.05897339646373193	0	-0.0007158605421215825	0.00023460353626806457	0.00007
WONB46	-0.06981654667895283	0.4409131905783472	0	0.0009115466789528376	-0.000035190578347221724	0.00007
WONB47	1.916602889276634	-0.7318429053422497	0	0.00020911072336593506	-0.009051094657750336	0.00007
WONB11_1	-0.6322962107414705	0.40434300995720324	0	-0.0001477892585295404	0.00108099004279677	0.00007
WONB11_2	-0.6895282927509424	0.4195915792561785	0	-0.00014070724905757004	0.001281420743821482	0.00007
WONB11_3	-0.7467630438397007	0.4344797734636431	-4.440892098500626e-16	-0.000249956160299325	0.0017462265363569207	0.00007000000000044408
WONB11_5	-0.6569479114652149	0.5314495346001769	4.440892098500626e-16	-0.00039608853478512174	0.0013834653998231472	0.0000699999999995559
WONB11_B1	-0.6165104670153618	0.4608491544042631	0	-0.000695532984638203	0.0013378455957369084	0.00007
WONB11_B5	-0.5984383074867377	0.5356243215412988	-4.440892098500626e-16	-0.0005636925132623816	0.0013086784587011957	0.00007000000000044408
WONB11_B9	-0.6547373098397512	0.5885054336069012	0	-0.0011136901602487592	0.0018945663930988177	0.00007
WONB1_1	-1.152831351067836	1.117084695644416	0	-0.006036648932163935	0.004948304355584021	0.00007
WONB1_2	-1.2048951015510578	1.0882020829990966	0	-0.0057028984489422285	0.005309917000903441	0.00007
WONB1_3	-1.2564129831551283	1.0580222508024335	4.440892098500626e-16	-0.004924016844871648	0.005567749197566529	0.0000699999999995559
WONB1_5	-1.265193755961185	1.1860274658982932	0	-0.005610244038815049	0.005136534101706669	0.00007
WONB1_B1	-1.183903482632003	1.1674071172510438	0	-0.005936517367997052	0.004637882748956157	0.00007
WONB1_B4	-1.2141128087733937	1.2157455298749589	-4.440892098500626e-16	-0.005911191226606327	0.0048434701250410495	0.00007000000000044408
WONB1_B7	-1.2612462338898804	1.2410031941506134	0	-0.006902766110119529	0.006035805849386566	0.00007
WONB20_1	0.42162741734035025	-0.4939613541927746	0	0.0007765826596497494	0.00006335419277458954	0.00007
WONB20_2	0.3623171700877477	-0.46777281883826166	0	0.0006268299122522691	0.0001308188382616593	0.00007
WONB20_3	0.3029698603540383	-0.44192161418534937	0	0.0006841396459617011	0.0003926141853493603	0.00007
