0.448504	-0.04366294	0.492167
0.398799	0.39879863	3.7e-07
-0.266200	0.26620026	-0.5324
0.877552	0.87755175	2.5e-07
-0.971818	-0.97181759	-4.1e-07
0.073116	0.23450095	-0.161385
0.224109	-0.02408051	0.24819
-0.195922	-0.19592164	-3.6e-07
-0.779194	-0.74665835	-0.0325357
-0.595375	0.63570120	-1.23108
0.131093	0.13109262	3.8e-07
-0.622504	0.62250350	-1.24501
0.771560	0.77155953	4.7e-07
0.225059	0.22505869	3.1e-07
0.865139	0.84574603	0.019393
0.448201	-0.48379979	0.932001
-0.970208	-0.97020757	-4.3e-07
0.156637	0.24023623	-0.0835992
0.184830	-0.03136589	0.216196
0.089699	0.08969866	3.4e-07
-0.476445	0.47644539	-0.95289
0.874616	0.87461646	-4.6e-07
-0.795146	-0.79514561	-3.9e-07
-0.190777	-0.60641848	0.415641
-0.575628	0.00030203	-0.57593
0.449043	0.44904270	3e-07
-0.823182	-0.58845709	-0.234725
-0.347464	0.67236814	-1.01983
-0.407559	-0.40755873	-2.7e-07
-0.534766	0.53476620	-1.06953
0.740217	0.74021686	1.4e-07
-0.575582	-0.57558199	-1e-08
0.810611	0.62510739	0.185504
0.107772	-0.52720595	0.634978
-0.729194	-0.72919425	2.5e-07
-0.449129	-0.68414058	0.235012
-0.516293	-0.01507998	-0.501213
-0.370110	-0.37010959	-4.1e-07
-0.375756	0.37575579	-0.751512
0.849604	0.84960372	2.8e-07
-0.362489	-0.36248860	-4e-07
-0.679951	-0.92525812	0.245307
-0.637392	0.11180082	-0.749193
0.691613	0.69161276	2.4e-07
-0.654679	-0.18664443	-0.468035
0.305069	0.69773609	-0.392667
-0.624719	-0.62471898	-2e-08
-0.330244	0.33024425	-0.660488
0.707577	0.70757680	2e-07
-0.289374	-0.28937358	-4.2e-07
-0.785256	-0.94761825	0.162362
-0.547390	0.13521312	-0.682603
0.739469	0.73946858	4.2e-07
-0.546511	-0.13160873	-0.414902
0.393080	0.66020100	-0.267121
-0.607823	-0.60782329	2.9e-07
-0.291031	0.29103058	-0.582062
0.738818	0.73881801	-1e-08
-0.850402	-0.85040168	-3.2e-07
0.428199	0.17223542	0.255964
-0.305716	-0.49714378	0.191428
-0.282350	-0.28235016	1.6e-07
-0.861723	-0.94670752	0.0849845
-0.421560	0.15499436	-0.576554
-0.443954	-0.44395424	2.4e-07
-0.272176	0.27217609	-0.544352
0.853712	0.85371237	-3.7e-07
0.474156	0.47415584	1.6e-07
-0.877529	-0.87752879	-2.1e-07
0.071550	0.07155037	-3.7e-07
0.653328	0.65332816	-1.6e-07
0.405159	0.40515882	1.8e-07
0.639538	0.63953784	1.6e-07
-0.590202	-0.59020213	1.3e-07
-0.256495	-0.25649473	-2.7e-07
0.765423	0.76542269	3.1e-07
-0.669368	-0.66936791	-9e-08
-0.526993	-0.52699297	-3e-08
-0.523665	-0.52366499	-1e-08
0.562274	0.56227393	7e-08
-0.820058	-0.82005796	-4e-08
0.106550	0.10655029	-2.9e-07
-0.485587	-0.48558690	-1e-07
-0.223122	-0.22312183	-1.7e-07
0.845235	0.84523489	1.1e-07
